iata,icao,name,location,time
IXW,VEJS,Sonari Airport,"Jamshedpur, Jharkhand, India",UTC+05:30
IXX,VOBR,Bidar Airport,"Bidar, Karnataka, India",UTC+05:30
IXY,VAKE,Kandla Airport (Gandhidham Airport),"Kandla / Gandhidham, Gujarat, India",UTC+05:30
IXZ,VOPB,Veer Savarkar International Airport (Port Blair Airport),"Port Blair, Andaman and Nicobar Islands, India",UTC+05:30
IYK,KIYK,Inyokern Airport,"Inyokern, California, United States",UTC−08:00
IZA,SBZM,Presidente Itamar Franco Airport (Zona da Mata Regional Airport),"Juiz de Fora, Minas Gerais, Brazil",UTC−03:00
IZM[1],,metropolitan area2,"İzmir, Turkey",UTC+03:00
IZO,RJOC,Izumo Airport,"Izumo, Honshu, Japan",UTC+09:00
IZT,MMIT,Ixtepec Airport,"Ixtepec, Oaxaca, Mexico",UTC−06:00
JAA,OAJL,Jalalabad Airport,"Jalalabad, Afghanistan",UTC+04:30
JAB,YJAB,Jabiru Airport,"Jabiru, Northern Territory, Australia",UTC+09:30
JAC,KJAC,Jackson Hole Airport,"Jackson, Wyoming, United States",UTC−07:00
JAD,YPJT,Jandakot Airport,"Perth, Western Australia, Australia",UTC+08:00
JAE,SPJE,Jaén Airport,"Jaén, Peru",UTC−05:00
JAF,VCCJ,Jaffna International Airport,"Jaffna, Sri Lanka",UTC+05:30
JAG,OPJA,PAF Base Shahbaz,"Jacobabad, Pakistan",UTC+05:00
JAI,VIJP,Jaipur International Airport,"Jaipur, Rajasthan, India",UTC+05:30
JAK,MTJA,Jacmel Airport,"Jacmel, Haiti",UTC−05:00
JAL,MMJA,El Lencero Airport,"Xalapa (Jalapa), Veracruz, Mexico",UTC−06:00
JAM,LBIA,Bezmer Air Base,"Yambol, Bulgaria",UTC+02:00
JAN,KJAN,Jackson–Evers International Airport,"Jackson, Mississippi, United States",UTC−06:00
JAP,MRCH,Chacarita Airport[1],"Puntarenas, Costa Rica",UTC−06:00
JAQ,,Jacquinot Bay Airport,"Jacquinot Bay, Papua New Guinea",UTC+10:00
JAR,OISJ,Jahrom Airport[1],"Jahrom, Iran",UTC+03:30
JAS,KJAS,Jasper County Airport (Bell Field),"Jasper, Texas, United States",UTC−06:00
JAT,,Jabot Airport,"Jabat Island, Marshall Islands",UTC+12:00
JAU,SPJJ,Francisco Carle Airport,"Jauja, Peru",UTC−05:00
JAV,BGJN,Ilulissat Airport,"Ilulissat, Greenland",UTC−03:00
JAX,KJAX,Jacksonville International Airport,"Jacksonville, Florida, United States",UTC−05:00
JBB,WARE,Notohadinegoro Airport,"Jember, Indonesia",UTC+07:00
JBQ,MDJB,La Isabela International Airport (Dr. Joaquin Balaguer Int'l),"La Isabela, Dominican Republic",UTC−04:00
JBR,KJBR,Jonesboro Municipal Airport,"Jonesboro, Arkansas, United States",UTC−06:00
JBS,SSSB,São Borja Airport,"São Borja, Rio Grande do Sul, Brazil",UTC−03:00
JBT,,Bethel Seaplane Base (FAA: Z59),"Bethel, Alaska, United States",UTC−09:00
JCB,SSJA,Santa Terezinha Municipal Airport,"Joaçaba, Santa Catarina, Brazil",UTC−03:00
JCI,KIXD,New Century AirCenter (FAA: IXD),"Olathe, Kansas, United States",UTC−06:00
JCK,YJLC,Julia Creek Airport,"Julia Creek, Queensland, Australia",UTC+10:00
JCM,SNJB,Jacobina Airport,"Jacobina, Bahia, Brazil",UTC−03:00
JCR,SBEK,Jacareacanga Airport,"Jacareacanga, Pará, Brazil",UTC−03:00
JCT,KJCT,Kimble County Airport,"Junction, Texas, United States",UTC−06:00
JCY,,LBJ Ranch Airport (FAA: 0TE7),"Johnson City, Texas, United States",UTC−06:00
JDA,KGCD,Grant County Regional Airport (Ogilvie Field) (FAA: GCD),"John Day, Oregon, United States",UTC−08:00
JDF,SBJF,Francisco Álvares de Assis Airport,"Juiz de Fora, Minas Gerais, Brazil",UTC−03:00
JDG,RKPD,Jeongseok Airport,"Seogwipo, South Korea",UTC+09:00
JDH,VIJO,Jodhpur Airport,"Jodhpur, Rajasthan, India",UTC+05:30
JDN,KJDN,Jordan Airport,"Jordan, Montana, United States",UTC−07:00
JDO,SBJU,Juazeiro do Norte Airport,"Juazeiro do Norte, Ceará, Brazil",UTC−03:00
JDR,SNJR,Prefeito Octávio de Almeida Neves Airport[1],"São João del Rei, Minas Gerais, Brazil",UTC−03:00
JDZ,ZSJD,Jingdezhen Luojia Airport,"Jingdezhen, Jiangxi, China",UTC+08:00
JED,OEJN,King Abdulaziz International Airport,"Jeddah, Saudi Arabia",UTC+03:00
JEE,MTJE,Jérémie Airport,"Jérémie, Haiti",UTC−05:00
JEF,KJEF,Jefferson City Memorial Airport,"Jefferson City, Missouri, United States",UTC−06:00
JEG,BGAA,Aasiaat Airport,"Aasiaat, Greenland",UTC−03:00
JEJ,,Jeh Airport,"Jeh Island, Ailinglaplap Atoll, Marshall Islands",UTC+12:00
JEK,,Jeki Airstrip[1],"Jeki, Zambia",UTC+02:00
JEQ,SNJK,Jequié Airport,"Jequié, Bahia, Brazil",UTC−03:00
JER,EGJJ,Jersey Airport,"Jersey, Channel Islands, United Kingdom",UTC±00:00
JFK,KJFK,John F. Kennedy International Airport,"New York City, New York, United States",UTC−05:00
JFN,KHZY,Northeast Ohio Regional Airport (FAA: HZY),"Ashtabula, Ohio, United States",UTC−05:00
JFR,BGPT,Paamiut Airport,"Paamiut, Greenland",UTC−03:00
JGA,VAJM,Jamnagar Airport (Govardhanpur Airport),"Jamnagar, Gujarat, India",UTC+05:30
JGB,,Jagdalpur Airport,"Jagdalpur, Chhattisgarh, India",UTC+05:30
JGD,ZYJD,Jiagedaqi Airport,"Jiagedaqi, Heilongjiang, China",UTC+08:00
JGN,ZLJQ,Jiayuguan Airport,"Jiayuguan, Gansu, China",UTC+08:00
JGS,ZSJA,Jinggangshan Airport,"Ji'an, Jiangxi, China",UTC+08:00
JHB,WMKJ,Senai International Airport,"Johor Bahru, Johor, Malaysia",UTC+08:00
JHG,ZPJH,Xishuangbanna Gasa Airport,"Jinghong, Yunnan, China",UTC+08:00
JHL,,Fort MacKay/Albian Aerodrome[1] (TC: CAL4),"Fort McKay, Alberta, Canada",UTC−07:00
JHM,PHJH,Kapalua Airport,"Kapalua, Hawaii, United States",UTC−10:00
JHS,BGSS,Sisimiut Airport,"Sisimiut, Greenland",UTC−03:00
JHW,KJHW,Chautauqua County-Jamestown Airport,"Jamestown, New York, United States",UTC−05:00
JIA,SWJN,Juína Airport,"Juína, Mato Grosso, Brazil",UTC−04:00
JIB,HDAM,Djibouti–Ambouli International Airport,"Djibouti, Djibouti",UTC+03:00
JIC,ZLJC,Jinchang Jinchuan Airport,"Jinchang, Gansu, China",UTC+08:00
JIJ,HAJJ,Wilwal International Airport,"Jijiga, Ethiopia",UTC+03:00
JIK,LGIK,Ikaria Island National Airport,"Ikaria Island, Greece",UTC+02:00
JIL,ZYJL,Jilin Ertaizi Airport,"Jilin City, Jilin, China",UTC+08:00
JIM,HAJM,Aba Segud Airport,"Jimma, Ethiopia",UTC+03:00
JIN,HUJI,Jinja Airport,"Jinja, Uganda",UTC+03:00
JIO,,Jos Orno Imsula Airport,"Tiakur, Southwest Maluku, Indonesia",UTC+07:00
JIP,SEJI,Jipijapa Airport,"Jipijapa, Ecuador",UTC−05:00
JIQ,ZUQJ,Qianjiang Wulingshan Airport,"Qianjiang, Chongqing, China",UTC+08:00
JIR,VNJI,Jiri Airport,"Jiri, Nepal",UTC+05:45
JIU,ZSJJ,Jiujiang Lushan Airport,"Jiujiang, Jiangxi, China",UTC+08:00
JIW,OPJI,Jiwani Airport,"Jiwani, Pakistan",UTC+05:00
JJA,AGJO[2],Jajao Airport[1],"Jajao, Isabel Province, Solomon Islands",UTC+11:00
JJD,SBJE,Comte. Ariston Pessoa Regional Airport[1],"Jijoca de Jericoacoara, Brazil",UTC−03:00
JJG,SBJA,Humberto Ghizzo Bortoluzzi Regional Airport[1],"Jaguaruna, Santa Catarina, Brazil",UTC−03:00
JJI,SPJI,Juanjuí Airport,"Juanjuí, Peru",UTC−05:00
JJM,HKMK,Mulika Lodge Airport[1],"Meru National Park, Kenya",UTC+03:00
JJN,ZSQZ,Quanzhou Jinjiang International Airport,"Quanzhou, Fujian, China",UTC+08:00
JKG,ESGJ,Jönköping Airport,"Jönköping, Sweden",UTC+01:00
JKH,LGHI,Chios Island National Airport,"Chios, Greece",UTC+02:00
JKL,LGKY,Kalymnos Island National Airport,"Kalymnos, Greece",UTC+02:00
JKR,VNJP,Janakpur Airport,"Janakpur, Nepal",UTC+05:45
JKT[1],,metropolitan area2,"Jakarta, Indonesia",UTC+07:00
JKV,KJSO,Cherokee County Airport (FAA: JSO),"Jacksonville, Texas, United States",UTC−06:00
JLA,,Quartz Creek Airport,"Cooper Landing, Alaska, United States",UTC−09:00
JLN,KJLN,Joplin Regional Airport,"Joplin, Missouri, United States",UTC−06:00
JLR,VAJB,Jabalpur Airport (Dumna Airport),"Jabalpur, Madhya Pradesh, India",UTC+05:30
JLS,SDJL[3],Jales Airport,"Jales, São Paulo, Brazil",UTC−03:00
JMB,,Jamba Airport,"Jamba, Angola",UTC+01:00
JMJ,ZPJM,Lancang Jingmai Airport,"Donghui Township, Yunnan, China",UTC+08:00
JMK,LGMK,Mykonos Island National Airport,"Mykonos, Greece",UTC+02:00
JMO,VNJS,Jomsom Airport,"Jomsom, Nepal",UTC+05:45
JMS,KJMS,Jamestown Regional Airport,"Jamestown, North Dakota, United States",UTC−06:00
JMU,ZYJM,Jiamusi Dongjiao Airport,"Jiamusi, Heilongjiang, China",UTC+08:00
JNA,SNJN,Januária Airport,"Januária, Minas Gerais, Brazil",UTC−03:00
JNB,FAOR,O. R. Tambo International Airport,"Johannesburg, South Africa",UTC+02:00
JNG,ZLJN,Jining Qufu Airport,"Jining, Shandong, China",UTC+08:00
JNI,SAAJ,Junín Airport,"Junín, Buenos Aires, Argentina",UTC−03:00
JNJ,OOJA,Ja'Aluni Airport,"Duqm, Oman",UTC+04:00
JNU,PAJN,Juneau International Airport,"Juneau, Alaska, United States",UTC−09:00
JNX,LGNX,Naxos Island National Airport,"Naxos, Greece",UTC+02:00
JNZ,ZYJZ,Jinzhou Bay Airport,"Jinzhou, Liaoning, China",UTC+08:00
JOE,EFJO,Joensuu Airport,"Joensuu, Finland",UTC+02:00
JOG,WIIJ,Adisucipto International Airport,"Yogyakarta, Indonesia",UTC+07:00
JOH,FAPJ,Port St. Johns Airport,"Port St. Johns, South Africa",UTC+02:00
JOI,SBJV,Joinville-Lauro Carneiro de Loyola Airport,"Joinville, Santa Catarina, Brazil",UTC−03:00
JOJ,,Doris Lake Aerodrome[1] (TC: CDL7),"Doris Lake, Nunavut, Canada",UTC−07:00
JOK,UWKJ,Yoshkar-Ola Airport,"Yoshkar-Ola, Mari El, Russia",UTC+03:00
JOL,RPMJ,Jolo Airport,"Jolo, Philippines",UTC+08:00
JOM,HTNJ,Njombe Airport,"Njombe, Tanzania",UTC+03:00
JOP,,Josephstaal Airport,"Josephstaal, Papua New Guinea",UTC+10:00
JOS,DNJO,Yakubu Gowon Airport,"Jos, Nigeria",UTC+01:00
JOT,KJOT,Joliet Regional Airport,"Joliet, Illinois, United States",UTC−06:00
JPA,SBJP,Presidente Castro Pinto International Airport,"João Pessoa, Paraíba, Brazil",UTC−03:00
JPR,SWJI,José Coleto Airport,"Ji-Paraná, Rondônia, Brazil",UTC−04:00
JQA,BGUQ,Qaarsut Airport (Uummannaq/Qaarsut Airport),"Qaarsut, Greenland",UTC−03:00
JQE,MPJE,Jaqué Airport,"Jaqué, Panama",UTC−05:00
JRF,PHJR,Kalaeloa Airport[1] (John Rodgers Field),"Kapalua, Hawaii, United States",UTC−10:00
JRG,VEJH,Veer Surendra Sai Airport[1],"Jharsuguda, Odisha, India",UTC+05:30
JRH,VEJT,Jorhat Airport (Rowriah Airport),"Jorhat, Assam, India",UTC+05:30
JRN,SWJU,Juruena Airport,"Juruena, Mato Grosso, Brazil",UTC−04:00
JRO,HTKJ,Kilimanjaro International Airport,"Kilimanjaro, Tanzania",UTC+03:00
JRS,OJJR,Atarot Airport (Jerusalem International Airport),"Jerusalem, Israel1",UTC+02:00
JSA,VIJR,Jaisalmer Airport,"Jaisalmer, Rajasthan, India",UTC+05:30
JSH,LGST,Sitia Public Airport,"Sitia, Greece",UTC+02:00
JSI,LGSK,Skiathos Island National Airport,"Skiathos, Greece",UTC+02:00
JSJ,XYJS,Jiansanjiang Airport,"Jiansanjiang, Heilongjiang, China",UTC+08:00
JSK,OIZJ,Jask Airport,"Jask, Hormozgan, Iran",UTC+03:30
JSM,SAWS,José de San Martín Airport,"José de San Martín, Chubut, Argentina",UTC−03:00
JSR,VGJR,Jessore Airport,"Jessore, Bangladesh",UTC+06:00
JST,KJST,John Murtha Johnstown–Cambria County Airport,"Johnstown, Pennsylvania, United States",UTC−05:00
JSU,BGMQ,Maniitsoq Airport,"Maniitsoq, Greenland",UTC−03:00
JSY,LGSO,Syros Island National Airport,"Syros, Greece",UTC+02:00
JTC,SBAE,Moussa Nakhl Tobias–Bauru/Arealva State Airport[1],"Bauru, São Paulo, Brazil",UTC−03:00
JTI,SWJW[4],Jataí Airport,"Jataí, Goiás, Brazil",UTC−03:00
JTR,LGSR,Santorini (Thira) National Airport,"Santorini (Thira), Greece",UTC+02:00
JTY,LGPL,Astypalaia Island National Airport,"Astypalaia, Greece",UTC+02:00
JUA,SIZX,Inácio Luís do Nascimento Airport,"Juara, Mato Grosso, Brazil",UTC−04:00
JUB,HJJJ,Juba International Airport,"Juba, South Sudan",UTC+03:00
JUH,,Chizhou Jiuhuashan Airport,"Chizhou / Tongling, Anhui, China",UTC+08:00
JUI,EDWJ,Juist Airport,"Juist, Lower Saxony, Germany",UTC+01:00
JUJ,SASJ,Gobernador Horacio Guzmán International Airport,"San Salvador de Jujuy, Jujuy, Argentina",UTC−03:00
JUL,SPJL,Inca Manco Cápac International Airport,"Juliaca, Peru",UTC−05:00
JUM,VNJL,Jumla Airport,"Jumla, Nepal",UTC+05:45
JUN,YJDA,Jundah Airport,"Jundah, Queensland, Australia",UTC+10:00
JUO,SKJU[5],Juradó Airport,"Juradó, Colombia",UTC−05:00
JUR,YJNB,Jurien Bay Airport,"Jurien Bay, Western Australia, Australia",UTC+08:00
JUT,MHJU,Juticalpa Airport,"Juticalpa, Honduras",UTC−06:00
JUV,BGUK,Upernavik Airport,"Upernavik, Greenland",UTC−03:00
JUZ,ZSJU,Quzhou Airport,"Quzhou, Zhejiang, China",UTC+08:00
JVA,FMMK,Ankavandra Airport,"Ankavandra, Madagascar",UTC+03:00
JVI,,Central Jersey Regional Airport (FAA: 47N),"Manville, New Jersey, United States",UTC−05:00
JVL,KJVL,Southern Wisconsin Regional Airport,"Janesville, Wisconsin, United States",UTC−06:00
JWA,FBJW,Jwaneng Airport,"Jwaneng, Botswana",UTC+02:00
JWN,OITZ,Zanjan Airport[1],"Zanjan, Iran",UTC+03:30
JWO,RKTI,Jungwon Air Base[1],"Chungju, South Korea",UTC+09:00
JXA,ZYJX,Jixi Xingkaihu Airport,"Jixi, Heilongjiang, China",UTC+08:00
JXN,KJXN,Jackson County Airport (Reynolds Field),"Jackson, Michigan, United States",UTC−05:00
JYR,OIKJ,Jiroft Airport[1],"Jiroft, Iran",UTC+03:30
JYV,EFJY,Jyväskylä Airport,"Jyväskylä, Finland",UTC+02:00
JZH,ZUJZ,Jiuzhai Huanglong Airport,"Jiuzhaigou, Sichuan, China",UTC+08:00
KAA,FLKS,Kasama Airport,"Kasama, Zambia",UTC+02:00
KAB,FVKB,Kariba Airport,"Kariba, Zimbabwe",UTC+02:00
KAC,OSKL,Kamishly Airport,"Qamishli (Kamishly), Syria",UTC+02:00
KAD,DNKA,Kaduna Airport,"Kaduna, Nigeria",UTC+01:00
KAE,,Kake Seaplane Base,"Kake, Alaska, United States",UTC−09:00
KAF,,Karato Airport,"Karato, Papua New Guinea",UTC+11:00
KAG,RKNN,Gangneung Air Base,"Gangneung, South Korea",UTC+09:00
KAI,SYKA,Kaieteur International Airport,"Kaieteur, Guyana",UTC−04:00
KAJ,EFKI,Kajaani Airport,"Kajaani, Finland",UTC+02:00
KAK,,Kar Airport,"Kar, Papua New Guinea",UTC+10:00
KAL,PAKV,Kaltag Airport,"Kaltag, Alaska, United States",UTC−09:00
KAM,ODKM,Kamaran Airport,"Kamaran, Yemen",UTC+03:00
KAN,DNKN,Mallam Aminu Kano International Airport,"Kano, Nigeria",UTC+01:00
KAO,EFKS,Kuusamo Airport,"Kuusamo, Finland",UTC+02:00
KAP,FZSK,Kapanga Airport,"Kapanga, Democratic Republic of the Congo",UTC+02:00
KAQ,AYKH,Kamulai Airport[1],"Kamulai, Papua New Guinea",UTC+10:00
KAR,SYKM,Kamarang Airport,"Kamarang, Guyana",UTC−04:00
KAS,FYKB,Karasburg Airport,"Karasburg, Namibia",UTC+01:00
KAT,NZKT,Kaitaia Airport,"Kaitaia, New Zealand",UTC+12:00
KAU,EFKA,Kauhava Airfield,"Kauhava, Finland",UTC+02:00
KAV,SVKA,Kavanayén Airport,"Kavanayén, Venezuela",UTC−04:00
KAW,VYKT,Kawthaung Airport,"Kawthaung, Myanmar",UTC+06:30
KAX,YKBR,Kalbarri Airport,"Kalbarri, Western Australia, Australia",UTC+08:00
KAY,NFNW,Wakaya Airport,"Wakaya Island, Fiji",UTC+12:00
KAZ,WAMK,Kuabang Airport,"Kao, Indonesia",UTC+09:00
KBA,GFKB,Kabala Airport,"Kabala, Sierra Leone",UTC±00:00
KBB,,Kirkimbie Airport[1],"Kirkimbie Station, Northern Territory, Australia",UTC+09:30
KBC,,Birch Creek Airport (FAA: Z91),"Birch Creek, Alaska, United States",UTC−09:00
KBD,,Kimberley Downs Airport,"Kimberley Downs, Western Australia, Australia",UTC+08:00
KBE,,Bell Island Hot Springs Seaplane Base,"Bell Island, Alaska, United States",UTC−09:00
KBF,WABK,Karubaga Airport,"Karubaga, Indonesia",UTC+09:00
KBG,HUKF,Kabalega Falls Airport,"Kabalega Falls, Uganda",UTC+03:00
KBI,FKKB,Kribi Airport,"Kribi, Cameroon",UTC+01:00
KBJ,YKCA,Kings Canyon Airport,"Kings Canyon, Northern Territory, Australia",UTC+09:30
KBL,OAKB,Kabul International Airport,"Kabul, Afghanistan",UTC+04:30
KBM,AYKB,Kabwum Airport,"Kabwum, Papua New Guinea",UTC+10:00
KBN,FZWT,Tunta Airport,"Kabinda, Democratic Republic of the Congo",UTC+01:00
KBO,FZRM,Kabalo Airport,"Kabalo, Democratic Republic of the Congo",UTC+02:00
KBP,UKBB,Boryspil International Airport,"Kyiv, Ukraine",UTC+02:00
KBQ,FWKG,Kasungu Airport,"Kasungu, Malawi",UTC+02:00
KBR,WMKC,Sultan Ismail Petra Airport,"Kota Bharu, Kelantan, Malaysia",UTC+08:00
KBS,GFBO,Bo Airport,"Bo, Sierra Leone",UTC±00:00
KBT,,Kaben Airport,"Kaben, Maloelap Atoll, Marshall Islands",UTC+12:00
KBU,WRBK,Gusti Syamsir Alam Airport (Stagen Airport),"Kotabaru, Indonesia",UTC+07:00
KBV,VTSG,Krabi Airport,"Krabi, Thailand",UTC+07:00
KBW,,Chignik Bay Seaplane Base (FAA: Z78),"Chignik, Alaska, United States",UTC−09:00
KBX,WASU,Kambuaya Airport,"Ayamaru, Indonesia",UTC+09:00
KBY,YKBY,Streaky Bay Airport,"Streaky Bay, South Australia, Australia",UTC+09:30
KBZ,NZKI,Kaikoura Aerodrome,"Kaikōura, New Zealand",UTC+12:00
KCA,ZWKC,Kuqa Qiuci Airport,"Kuqa, Xinjiang, China",UTC+06:00
KCB,SMTP,Tepoe Airstrip,"Kasikasima, Suriname",UTC−03:00
KCC,,Coffman Cove Seaplane Base,"Coffman Cove, Alaska, United States",UTC−09:00
KCD,,Kamur Airport,"Kamur, Indonesia",UTC+09:00
KCE,YCSV,Collinsville Airport,"Collinsville, Queensland, Australia",UTC+10:00
KCF,,Kadanwari Airport,"Kadanwari, Pakistan",UTC+05:00
KCG,,Chignik Fisheries Airport (closed),"Chignik, Alaska, United States",
KCH,WBGG,Kuching International Airport,"Kuching, Sarawak, Malaysia",UTC+08:00
KCJ,,Komaio Airport,"Komaio, Papua New Guinea",UTC+10:00
KCK,UIKK,Kirensk Airport,"Kirensk, Irkutsk Oblast, Russia",UTC+08:00
KCL,,Chignik Lagoon Airport (Chignik Flats Airport),"Chignik Lagoon, Alaska, United States",UTC−09:00
KCM,LTCN,Kahramanmaraş Airport,"Kahramanmaraş, Turkey",UTC+03:00
KCN,,Chernofski Harbor Seaplane Base,"Chernofski Harbor, Alaska, United States",UTC−09:00
KCO,LTBQ,Cengiz Topel Naval Air Station,"İzmit, Turkey",UTC+03:00
KCP,,Kamianets-Podilskyi Airport,"Kamianets-Podilskyi, Ukraine",UTC+02:00
KCQ,,Chignik Lake Airport (FAA: A79),"Chignik Lake, Alaska, United States",UTC−09:00
KCR,,Colorado Creek Airport,"Colorado Creek, Alaska, United States",UTC−09:00
KCS,YKCS,Kings Creek Station Airport,"Kings Creek Station, Northern Territory, Australia",UTC+09:30
KCT,VCCK,Koggala Airport,"Koggala, Sri Lanka",UTC+05:30
KCU,HUMI,Masindi Airport,"Masindi, Uganda",UTC+03:00
KCZ,RJOK,Kōchi Ryōma Airport,"Kōchi, Shikoku, Japan",UTC+09:00
KDA,GOGK,Kolda North Airport,"Kolda, Senegal",UTC±00:00
KDB,YKBL,Kambalda Airport,"Kambalda, Western Australia, Australia",UTC+08:00
KDC,DBBK,Kandi Airport,"Kandi, Benin",UTC+01:00
KDD,OPKH,Khuzdar Airport,"Khuzdar, Pakistan",UTC+05:00
KDE,AYOW,Koroba Airport,"Koroba, Papua New Guinea",UTC+10:00
KDH,OAKN,Kandahar International Airport,"Kandahar, Afghanistan",UTC+04:30
KDI,WAWW,Haluoleo Airport,"Kendari, Indonesia",UTC+08:00
KDJ,FOGJ,Ndjolé Ville Airport,"Ndjolé, Gabon",UTC+01:00
KDK,PAKD,Kodiak Municipal Airport,"Kodiak, Alaska, United States",UTC−09:00
KDL,EEKA,Kärdla Airport,"Kärdla, Estonia",UTC+02:00
KDM,VRMT,Kaadedhdhoo Airport,"Kaadedhdhoo Island, Gaafu Dhaalu Atoll, Maldives",UTC+05:00
KDN,FOGE,Ndendé Airport,"Ndendé, Gabon",UTC+01:00
KDO,VRMK,Kadhdhoo Airport,"Kadhdhoo Island, Laamu Atoll, Maldives",UTC+05:00
KDP,AYNN,Kandep Airport,"Kandep, Papua New Guinea",UTC+10:00
KDQ,AYTO,Kamberatoro Airport,"Kamberatoro, Papua New Guinea",UTC+10:00
KDR,AYKC,Kandrian Airport,"Kandrian, Papua New Guinea",UTC+10:00
KDS,,Kamaran Downs Airport,"Kamaran Downs, Queensland, Australia",UTC+10:00
KDT,VTBK,Kamphaeng Saen Airport,"Kamphaeng Saen, Thailand",UTC+07:00
KDU,OPSD,Skardu Airport,"Skardu, Pakistan",UTC+05:00
KDV,NFKD,Vunisea Airport,"Vunisea, Kadavu Island, Fiji",UTC+12:00
KDW,,Victoria Reservoir Seaplane Base[1],"Kandy, Sri Lanka",UTC+05:30
KDX,HSLI,Kadugli Airport[1],"Kaduqli (Kadugli), Sudan",UTC+03:00
KDY,UEMH,Teply Klyuch Airport,"Khandyga, Yakutia, Russia",UTC+09:00
KDZ,,Polgolla Reservoir Seaplane Base[1],"Kandy, Sri Lanka",UTC+05:30
KEA,UTAE,Kerki Airport,"Kerki, Turkmenistan",UTC+05:00
KEB,,Nanwalek Airport,"Nanwalek, Alaska, United States",UTC−09:00
KEC,FZQG,Kasenga Airport,"Kasenga, Democratic Republic of the Congo",UTC+02:00
KED,GQNK,Kaédi Airport,"Kaédi, Mauritania",UTC±00:00
KEE,FCOK,Kelle Airport,"Kellé, Republic of the Congo",UTC+01:00
KEF,BIKF,Keflavík International Airport,"Reykjavík, Iceland",UTC±00:00
KEG,AYLG,Keglsugl Airport,"Keglsugl, Papua New Guinea",UTC+10:00
KEH,,Kenmore Air Harbor (FAA: S60),"Kenmore, Washington, United States",UTC−08:00
KEI,WAKP,Kepi Airport,"Kepi, Indonesia",UTC+09:00
KEJ,UNEE,Kemerovo International Airport,"Kemerovo, Kemerovo Oblast, Russia",UTC+07:00
KEK,,Ekwok Airport,"Ekwok, Alaska, United States",UTC−09:00
KEL,EDHK,Kiel Airport,"Kiel, Schleswig-Holstein, Germany",UTC+01:00
KEM,EFKE,Kemi-Tornio Airport,"Kemi / Tornio, Finland",UTC+02:00
KEN,GFKE,Kenema Airport,"Kenema, Sierra Leone",UTC±00:00
KEO,DIOD,Odienné Airport,"Odienné, Ivory Coast",UTC±00:00
KEP,VNNG,Nepalgunj Airport,"Nepalgunj, Nepal",UTC+05:45
KEQ,WASE,Kebar Airport,"Kebar, Indonesia",UTC+09:00
KER,OIKK,Kerman Airport,"Kerman, Iran",UTC+03:30
KES,CZEE,Kelsey Airport,"Kelsey, Manitoba, Canada",UTC−06:00
KET,VYKG,Kengtung Airport,"Kengtung, Myanmar",UTC+06:30
KEU,HKKE,Keekorok Airport[1],"Keekorok, Kenya",UTC+03:00
KEV,EFHA,Halli Airport,"Kuorevesi, Finland",UTC+02:00
KEW,,Keewaywin Airport (TC LID: CPV8),"Keewaywin, Ontario, Canada",UTC−06:00
KEX,AYNB,Kanabea Airport,"Kanabea, Papua New Guinea",UTC+10:00
KEY,HKKR,Kericho Airport,"Kericho, Kenya",UTC+03:00
KEZ,,Kelani River-Peliyagoda Waterdrome[1],"Colombo, Sri Lanka",UTC+05:30
KFA,GQNF,Kiffa Airport,"Kiffa, Mauritania",UTC±00:00
KFE,YFDF,Fortescue Dave Forrest Airport,"Cloudbreak, Western Australia, Australia",UTC+08:00
KFG,YKKG,Kalkgurung Airport,"Kalkarindji, Northern Territory, Australia",UTC+09:30
KFM,,Kirby Lake Airport,"Wood Buffalo, Alberta, Canada",UTC−06:00
KFP,PAKF,False Pass Airport,"False Pass, Alaska, United States",UTC−09:00
KFS,LTAL,Kastamonu Airport,"Kastamonu, Turkey",UTC+03:00
KFZ,LAKU,Kukës International Airport,"Kukës, Albania",UTC+01:00
KGA,FZUA,Kananga Airport,"Kananga, Democratic Republic of the Congo",UTC+02:00
KGB,AYOE,Konge Airport,"Konge, Papua New Guinea",UTC+10:00
KGC,YKSC,Kingscote Airport,"Cygnet River, South Australia, Australia",UTC+09:30
KGD,UMKK,Khrabrovo Airport,"Kaliningrad, Kaliningrad Oblast, Russia",UTC+02:00
KGE,AGKG,Kaghau Airport,"Kaghau Island, Solomon Islands",UTC+11:00
KGF,UAKK,Sary-Arka Airport,"Karaganda, Kazakhstan",UTC+06:00
KGG,GOTK,Kédougou Airport,"Kédougou, Senegal",UTC±00:00
